,Name,Duration,Mg,+/-,Al,+/-.1,Si,+/-.2,P,+/-.3,S,+/-.4,Cl,+/-.5,Ar,+/-.6,K,+/-.7,Ca,+/-.8,Sc,+/-.9,Ti,+/-.10,V,+/-.11,Cr,+/-.12,Mn,+/-.13,Fe,+/-.14,Co,+/-.15,Ni,+/-.16,Cu,+/-.17,Zn,+/-.18,Ga,+/-.19,Ge,+/-.20,As,+/-.21,Se,+/-.22,Br,+/-.23,Kr,+/-.24,Rb,+/-.25,Sr,+/-.26,Y,+/-.27,Zr,+/-.28,Nb,+/-.29,Mo,+/-.30,Tc,+/-.31,Ru,+/-.32,Rh,+/-.33,Pd,+/-.34,Ag,+/-.35,Cd,+/-.36,In,+/-.37,Sn,+/-.38,Sb,+/-.39,Te,+/-.40,I,+/-.41,Xe,+/-.42,Cs,+/-.43,Ba,+/-.44,La,+/-.45,Ce,+/-.46,Pr,+/-.47,Nd,+/-.48,Pm,+/-.49,Sm,+/-.50,Eu,+/-.51,Gd,+/-.52,Tb,+/-.53,Dy,+/-.54,Ho,+/-.55,Er,+/-.56,Tm,+/-.57,Yb,+/-.58,Lu,+/-.59,Hf,+/-.60,Ta,+/-.61,W,+/-.62,Re,+/-.63,Os,+/-.64,Ir,+/-.65,Pt,+/-.66,Au,+/-.67,Hg,+/-.68,Tl,+/-.69,Pb,+/-.70,Bi,+/-.71,Po,+/-.72,At,+/-.73,Rn,+/-.74,Fr,+/-.75,Ra,+/-.76,Ac,+/-.77,Th,+/-.78,Pa,+/-.79,U,+/-.80
700,DP3/09/132,60.501,0.0,0.0,8.7782,0.5741,16.2632,0.274,0.8744,0.0915,0.3139,0.0443,4.1467,0.059,,,,,0.8009,0.0188,,,0.2201,0.009,,,1.5189,0.0334,0.089,0.02,20.4894,0.0905,0.0402,0.0126,0.1405,0.0093,,,0.0296,0.0043,,,,,,,,,,,,,,,0.0141,0.0034,,,,,,,,,,,,,,,,,0.0602,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,DP3/09/137,60.5,0.0,0.0,9.847,0.4388,15.0016,0.2224,0.7445,0.0617,0.4207,0.0306,3.3091,0.0441,,,,,0.6615,0.0149,,,0.3624,0.0078,,,0.7027,0.0201,0.1057,0.0151,22.3439,0.0822,0.07,0.0115,0.2433,0.0096,,,0.0233,0.0037,,,,,,,,,,,,,,,,,,,,,,,0.0117,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,DP3/09/209,60.531,0.0,0.0,8.9137,0.4584,13.8839,0.2323,3.4349,0.0898,1.1011,0.0395,5.364,0.0601,,,,,1.8689,0.026,,,0.3014,0.0095,,,1.8377,0.0388,0.0696,0.0208,19.2771,0.0911,0.089,0.0137,0.1207,0.0087,,,0.0348,0.0044,,,,,,,,,,,,,,,0.0249,0.0032,,,,,,,0.0129,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,DP3/09/289,60.5,0.0,0.0,6.6834,0.5046,7.688,0.209,1.6532,0.0752,0.9123,0.0363,6.1353,0.066,,,,,0.7794,0.0201,,,0.4849,0.0117,,,0.1752,0.0151,0.2529,0.0239,34.6335,0.127,,,0.0367,0.0115,,,0.0486,0.0061,,,,,,,,,,,,,,,,,,,0.015,0.0043,,,,,,,,,,,,,,,,,,,0.0616,0.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0944,0.0096,,,,,,,,,,,,,,,,,,,,,,,,,,
704,DP3/09/338,60.531,0.0,0.0,11.2036,0.3168,20.4747,0.2083,0.9772,0.0463,0.5856,0.0239,2.4229,0.0341,,,6.668,0.0502,0.6232,0.0176,,,1.065,0.0117,,,,,0.0507,0.0102,7.0795,0.0454,,,,,,,0.0256,0.002,,,,,,,,,,,,,0.0446,0.0016,0.0189,0.0014,,,0.0286,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0587,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,DP3/09/409,60.5,0.0,0.0,6.3215,0.5093,7.074,0.2013,1.0707,0.0708,0.5957,0.0353,5.0149,0.0571,,,,,0.8183,0.0181,,,1.4312,0.0151,,,,,0.2897,0.0185,36.4447,0.122,,,0.036,0.0103,,,0.0552,0.0058,,,,,,,,,,,,,,,,,,,0.0384,0.0042,,,,,,,,,,,,,0.0414,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,
706,DP3/09/43,60.501,0.0,0.0,12.215,0.3904,6.1095,0.1421,11.3562,0.1173,0.8051,0.0278,3.5695,0.0443,,,0.7295,0.024,4.8796,0.0363,,,0.8227,0.0121,,,0.6167,0.025,,,19.4729,0.0866,,,0.0436,0.0071,,,0.0311,0.0039,,,,,,,,,,,,,,,0.103,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1089,0.0327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,DP3/09/450,60.501,0.0,0.0,4.8723,0.6681,13.8053,0.3111,1.3867,0.1139,0.5637,0.0564,7.1782,0.0868,,,,,1.8393,0.0333,,,0.4531,0.0132,,,2.4462,0.0533,0.1254,0.031,24.2049,0.1267,0.0546,0.018,0.1992,0.0141,,,0.0493,0.0068,,,,,,,,,,,,,,,0.0274,0.005,,,,,,,,,,,,,,,,,0.0826,0.0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1141,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,
708,DP3/09/451,60.501,0.0,0.0,6.7329,0.4444,6.7956,0.185,1.6216,0.0656,0.9884,0.0338,6.5052,0.0652,,,,,0.7947,0.0203,,,0.0748,0.0086,,,0.0758,0.0122,0.3094,0.0172,36.0597,0.128,0.0581,0.0171,,,,,0.0452,0.0059,,,,,,,,,,,,,,,,,,,0.0468,0.0045,,,,,,,,,,,,,0.0511,0.0147,,,,,0.0622,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0974,0.0095,,,,,,,,,,,,,,,,,,,,,,,,,,
709,DP3/09/453,60.5,0.0,0.0,7.8494,0.5469,13.4729,0.2719,1.9319,0.0957,0.7793,0.0467,6.5543,0.0768,,,,,1.4434,0.0278,,,0.3967,0.0119,,,2.0713,0.0472,0.0901,0.0261,21.6712,0.1121,0.0632,0.0157,0.1215,0.0103,,,0.0241,0.0056,,,,,,,,,,,,,,,0.0264,0.0043,,,,,,,,,,,,,,,,,0.0563,0.0146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1226,0.0091,,,,,0.0306,0.0082,,,,,,,,,,,,,,,,,,,,
710,DP3/09/458,60.572,0.0,0.0,10.1945,0.5216,15.5387,0.2682,0.6829,0.0836,0.3849,0.0435,4.7458,0.0637,,,,,0.9895,0.0216,,,0.0412,0.0085,,,0.1291,0.0134,0.0892,0.0154,20.61,0.0918,0.0645,0.0132,0.2812,0.012,,,0.0374,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0441,0.0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0911,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,
711,DP3/09/46,60.501,10.0406,0.7835,10.792,0.2906,14.599,0.1758,1.4342,0.0381,0.6857,0.018,3.2492,0.035,,,,,0.7345,0.0145,,,0.09,0.0051,,,0.0597,0.0088,0.1219,0.0117,10.2106,0.0484,0.0297,0.0069,0.5286,0.0098,0.0081,0.0023,0.0177,0.002,,,,,,,,,,,,,,,,,,,,,,,0.006,0.0019,,,,,,,,,0.0217,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,DP3/09/472,60.5,0.0,0.0,7.6989,0.4645,9.6137,0.206,0.9404,0.0672,0.4492,0.0337,3.9805,0.0506,,,,,1.0967,0.0188,,,0.6686,0.0103,,,,,0.2017,0.016,32.6321,0.1074,,,,,,,0.0424,0.0049,,,,,,,,,,,,,,,,,,,0.0359,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,DP3/09/48,60.564,0.0,0.0,11.0689,0.4367,8.5649,0.1827,9.8662,0.1208,0.6687,0.0347,3.832,0.0505,,,,,3.457,0.0316,,,0.2213,0.0085,,,0.1523,0.0133,0.0732,0.0129,21.5458,0.0896,0.0541,0.0122,0.1205,0.0078,,,0.029,0.0042,,,,,,,,,,,,,,,0.0278,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,DP3/09/495,60.537,0.0,0.0,9.7218,0.3956,10.2068,0.1808,0.8314,0.0528,0.4689,0.0271,3.2245,0.0406,,,,,0.6712,0.0137,,,0.4614,0.0077,,,,,0.2193,0.0131,30.2484,0.0908,,,0.0535,0.0077,,,0.0406,0.0043,,,,,,,,,,,,,,,,,,,0.0347,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,DP3/09/518,60.525,0.0,0.0,5.8909,0.6793,12.5354,0.3143,3.2098,0.134,0.8718,0.063,7.3695,0.0938,,,,,2.2471,0.0378,,,0.145,0.0128,,,0.1095,0.0194,0.1089,0.0211,24.9238,0.1298,,,1.0202,0.0285,,,0.0499,0.0078,,,,,,,,,,,,,,,,,,,,,,,0.0268,0.0076,,,,,,,,,0.0852,0.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1413,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,
716,DP3/09/52,60.5,0.0,0.0,9.1945,0.4869,8.8588,0.2108,10.8987,0.1452,1.1901,0.0426,5.3919,0.0673,,,0.7264,0.0321,4.768,0.0457,,,0.1611,0.0109,,,0.0798,0.0172,0.052,0.0166,18.974,0.1036,,,0.7545,0.0204,0.0333,0.0068,0.062,0.0056,,,,,,,,,,,,,,,0.0809,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1074,0.0091,,,,,,,,,,,,,,,,,,,,,,,,,,
717,DP3/09/522,60.501,0.0,55.7006,9.2331,0.462,11.9477,0.224,1.1874,0.0663,0.7623,0.0345,5.1169,0.0583,,,0.5522,0.025,0.8812,0.0205,,,0.2577,0.0092,,,0.8654,0.0261,0.402,0.029,24.9093,0.1018,,,0.2011,0.0121,,,0.0352,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,DP3/09/524,60.501,0.0,64.0216,10.2527,0.383,15.6018,0.209,1.0306,0.0552,0.6373,0.0283,3.2808,0.0415,,,,,1.1125,0.0175,,,0.1105,0.0063,,,0.0848,0.0105,0.19,0.0161,20.7392,0.077,0.0681,0.011,0.4205,0.0118,,,0.0379,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0419,0.0103,,,,,,,,,,,,,,,,,0.1409,0.0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,DP3/09/529,60.567,0.0,0.0,9.3289,0.5649,15.3099,0.2944,2.1541,0.1133,0.4889,0.0552,6.0984,0.0806,,,,,1.7552,0.03,,,0.0806,0.0108,,,0.0633,0.015,0.0828,0.0164,18.8319,0.0986,0.0455,0.0137,0.9485,0.0221,0.0258,0.0062,0.0465,0.0054,,,,,,,,,,,,,,,,,,,,,,,0.0163,0.0052,,,,,,,,,0.0465,0.0142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,
720,DP3/09/579,60.501,0.0,0.0,12.7477,0.3744,17.4237,0.2112,1.7226,0.0584,0.6033,0.026,3.3437,0.041,,,0.8605,0.0233,1.4456,0.0209,,,0.1372,0.0068,,,0.0451,0.0099,0.1756,0.0114,13.4405,0.0617,0.0365,0.009,0.0971,0.006,,,0.031,0.003,,,,,,,,,,,,,,,,,,,,,,,0.0085,0.0026,,,,,,,,,0.0286,0.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,DP3/09/581,60.5,0.0,0.0,9.7648,0.3161,10.4068,0.1511,1.2424,0.0418,0.5012,0.019,2.6,0.0304,,,,,0.6936,0.0118,,,0.4034,0.0065,,,0.1627,0.0095,0.1731,0.0137,29.9921,0.0792,,,0.0486,0.0063,,,0.0304,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,DP3/09/648,60.5,0.0,0.0,8.9205,0.4869,11.556,0.2323,4.0463,0.1006,0.6917,0.0395,5.2642,0.0638,,,,,1.6952,0.0265,,,0.3931,0.011,,,1.6738,0.0387,0.0734,0.0226,22.8525,0.1052,,,0.1154,0.0108,,,0.0218,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0438,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0912,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,
723,DP3/09/649,60.501,0.0,0.0,8.0943,0.3736,8.6129,0.1596,3.798,0.0718,0.3881,0.0246,2.4271,0.0338,,,,,1.4889,0.0172,,,0.2374,0.0063,,,0.2193,0.0121,0.1799,0.0157,32.5071,0.0894,,,0.0674,0.0073,,,0.0485,0.0043,,,,,,,,,,,,,,,0.0233,0.0025,,,,,,,,,,,,,,,,,0.0333,0.0092,,,,,,,0.0449,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,DP3/09/675,60.5,0.0,0.0,9.4962,0.3718,13.3634,0.193,1.3399,0.0553,0.5578,0.0261,3.2344,0.0398,,,,,0.8349,0.0153,,,1.766,0.0138,,,0.0985,0.011,0.2473,0.018,23.6122,0.0825,0.04,0.0111,0.11,0.0071,,,0.033,0.0035,,,,,,,,,,,,,,,,,,,0.0424,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,DP3/09/69,60.5,0.0,0.0,8.6661,0.3154,20.671,0.2186,1.1449,0.0498,0.6751,0.0256,2.9698,0.0386,,,4.7996,0.0453,0.7174,0.0184,,,1.18,0.0126,,,,,0.1862,0.0128,10.8001,0.0581,,,,,0.0121,0.0029,0.0503,0.0031,,,,,,,,,,,,,0.0326,0.0018,0.0283,0.0018,,,0.0378,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083,0.0032,,,,,,,,,,,,,,,,,,,,
726,DP3/09/75,60.5,0.0,0.0,8.4113,0.5649,9.4317,0.2485,3.8915,0.1104,1.2513,0.0483,7.5222,0.0843,,,,,2.2667,0.0362,,,0.3722,0.0139,,,2.0524,0.051,0.1241,0.0309,23.7258,0.1284,0.0574,0.0185,0.1088,0.0127,,,0.1219,0.0089,,,,,,,,,,,,,,,0.0452,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1173,0.0119,,,,,0.0213,0.0088,,,,,,,,,,,,,,,,,,,,
727,DP3/09/81,60.533,0.0,0.0,11.4279,0.3762,9.058,0.1584,3.0904,0.0645,0.5245,0.0234,2.6619,0.0342,,,,,1.2533,0.0164,,,0.1657,0.0054,,,,,0.2596,0.0108,28.2469,0.0827,0.0384,0.0109,0.0251,0.0047,,,0.0399,0.0034,,,,,,,,,,,,,,,0.02,0.0022,,,0.0235,0.0025,,,,,,,,,,,,,,,,,,,0.0347,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,DP3/09/837,60.535,0.0,0.0,10.8308,0.375,18.7227,0.232,1.767,0.0653,0.6489,0.0301,3.8641,0.0487,,,8.2041,0.0657,0.8795,0.0245,,,1.4429,0.0163,,,0.0608,0.0148,,,6.5273,0.053,,,,,,,0.0158,0.0025,,,,,,,,,,,,,0.0607,0.0022,0.0429,0.0021,,,0.0382,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0901,0.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,DP4/09/11,60.5,0.0,0.0,7.7191,0.313,6.1387,0.1247,8.5063,0.087,0.3678,0.0212,2.3625,0.0309,,,,,2.7383,0.0214,,,3.3988,0.0169,,,0.0447,0.0108,0.1459,0.0116,28.6756,0.085,,,0.1685,0.0084,,,0.0273,0.0037,,,,,,,,,,,,,,,0.0272,0.0024,,,0.0671,0.003,,,,,,,,,,,,,0.0313,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,DP4/09/12,60.536,0.0,65.0275,8.6943,0.4073,11.9226,0.2028,3.5989,0.0836,0.4795,0.0317,3.4148,0.0463,,,,,2.6192,0.0262,,,1.7984,0.0158,,,0.0991,0.0141,0.2209,0.0204,23.2829,0.0925,0.0409,0.013,0.0974,0.0085,,,0.025,0.0042,,,,,,,,,,,,,,,0.0103,0.0028,,,0.049,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,
731,DP4/09/14,60.5,0.0,0.0,10.8435,0.4526,8.0468,0.182,5.5012,0.0961,0.4644,0.0313,3.5464,0.047,,,,,1.789,0.0223,,,0.2385,0.0076,,,0.1349,0.0122,0.1591,0.0173,27.5517,0.0972,0.0481,0.0137,0.0586,0.0089,,,0.0446,0.0046,,,,,,,,,,,,,,,0.0101,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,DP4/09/15,60.5,0.0,0.0,14.7785,0.2298,17.4469,0.1355,0.7343,0.0244,0.3445,0.0114,1.3772,0.0173,,,13.6312,0.0493,0.5106,0.0125,,,0.163,0.0048,,,0.3475,0.014,,,2.8579,0.0225,,,,,,,0.0033,0.0009,,,,,,,,,,,,,0.0649,0.0012,0.0507,0.0012,,,0.0045,0.0011,,,,,,,,,,,,,0.0222,0.0035,,,,,0.0157,0.0052,,,,,,,,,,,0.126,0.0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,DP4/09/16,60.5,0.0,0.0,11.4628,0.3549,14.3441,0.1835,1.6263,0.0531,0.4521,0.0227,2.9145,0.0353,,,,,0.8683,0.0143,,,0.1232,0.0052,,,0.1795,0.0103,0.1712,0.0139,21.4165,0.0703,0.0704,0.0101,0.185,0.0078,,,0.028,0.0032,,,,,,,,,,,,,,,0.0081,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,DP4/09/214,60.501,0.0,0.0,14.4385,0.2324,17.4502,0.1373,1.1808,0.0307,0.3594,0.0131,1.449,0.0186,,,11.7679,0.0464,1.0934,0.0157,,,0.2422,0.0054,,,0.1176,0.0103,,,3.8908,0.0263,,,,,,,0.0091,0.0011,,,,,,,,,,,,,0.0672,0.0013,0.0993,0.0014,,,0.0036,0.0011,,,0.0054,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3273,0.0232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.0018,,,,,,,,,,,,,,,,,,,,,,,,
735,DP4/09/273,60.501,0.0,0.0,14.9308,0.2435,18.3625,0.1465,0.7088,0.0266,0.3246,0.0124,1.6734,0.0201,,,11.018,0.0467,0.5458,0.0125,,,0.5439,0.0068,,,0.3143,0.0149,,,2.7601,0.0229,,,,,,,,,,,,,,,,,,,,,0.0564,0.0012,0.062,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3212,0.0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,DP4/09/28,60.537,0.0,0.0,8.4618,0.404,9.2057,0.1827,1.3704,0.0567,0.7706,0.0286,4.4255,0.0486,,,0.5616,0.0221,0.8665,0.0181,,,0.1299,0.0069,,,0.0819,0.01,0.3734,0.0152,31.3655,0.1027,0.1131,0.0146,0.0926,0.0082,,,0.0262,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,DP4/09/306,60.501,0.0,0.0,16.5363,0.3149,23.4473,0.206,0.7407,0.0463,0.3926,0.0242,2.4337,0.0339,,,1.114,0.0225,0.5791,0.0131,,,0.1221,0.0058,,,0.8209,0.0224,0.0498,0.011,0.9463,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,0.0015,,,,,,,,,0.0586,0.0046,0.0251,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,DP4/09/314,60.501,0.0,0.0,16.4999,0.3021,17.0507,0.17,0.9025,0.0358,0.3312,0.0164,2.0014,0.0266,,,11.6767,0.0577,0.6511,0.0167,,,0.1563,0.0061,,,0.0857,0.0128,,,2.3211,0.0248,,,,,,,0.0041,0.0012,,,,,,,,,,,,,0.0633,0.0014,0.067,0.0015,,,,,,,0.0059,0.0014,,,,,,,,,,,,,,,0.0286,0.0076,,,,,,,,,,,0.2567,0.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,DP4/09/327,60.5,0.0,53.2178,15.5845,0.3114,16.9723,0.1772,1.0617,0.0385,0.5429,0.0189,2.445,0.0302,,,11.6325,0.0608,0.5322,0.017,,,0.3883,0.0081,,,0.3544,0.0175,,,2.8021,0.0283,,,,,,,,,,,,,,,,,,,,,0.0559,0.0015,0.0649,0.0015,,,0.0044,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1295,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,DP4/09/33,60.564,0.0,0.0,15.0239,0.227,17.4076,0.1326,0.4418,0.0238,0.2585,0.0121,1.2634,0.017,,,13.0724,0.0466,0.398,0.0112,,,0.5548,0.0066,,,0.7379,0.018,,,2.7249,0.0211,,,,,,,,,,,,,,,,,,,,,0.0622,0.0011,0.0537,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0942,0.0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,DP4/09/34,60.5,3.0037,0.9047,8.0741,0.2595,7.8012,0.1206,4.9323,0.0626,0.5046,0.0161,2.3255,0.0269,,,,,1.6116,0.0161,,,2.3173,0.0129,,,0.1555,0.0102,0.208,0.0147,27.0174,0.0754,,,0.0209,0.005,,,0.0356,0.0031,,,,,,,,,,,,,,,0.0131,0.0018,,,0.0529,0.0023,,,0.0074,0.0022,,,,,,,,,0.026,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.0034,,,,,,,,,,,,,,,,,,,,
742,DP4/09/36,60.536,0.0,0.0,10.6473,0.3957,11.2565,0.1868,1.2385,0.0537,0.5912,0.0261,3.6395,0.043,,,3.4442,0.0399,0.6469,0.0177,,,0.3968,0.0084,,,0.1986,0.0137,0.1854,0.0176,23.7384,0.0874,0.0476,0.0122,0.0325,0.0067,,,0.0362,0.0039,,,,,,,,,,,,,0.0341,0.0025,0.0129,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,DP4/09/382,60.57,0.0,0.0,15.6673,0.3359,17.2328,0.1906,1.0817,0.0425,0.5345,0.0207,2.7465,0.0343,,,10.6699,0.0622,0.6556,0.0189,,,0.2397,0.0078,,,0.1656,0.0157,,,2.9975,0.0312,,,,,,,,,,,,,,,,,,,,,0.058,0.0016,0.069,0.0017,,,0.006,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3259,0.0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
